Timestamp,[SECTION A: Basic Information] 1. What is your age?,2. What is your gender?,[SECTION B: Social Media Usage] 3. Which social media platforms do you use regularly? (Select all that apply),4. How many hours do you spend on social media per day?,[SECTION C: Cyberbullying Experience] 5. Have you personally experienced cyberbullying or online harassment on social media?,6. Have you ever witnessed someone being cyberbullied?,"7. Have you ever posted, shared, or sent a message online that could have hurt or offended someone?","8. If yes, what was the main reason for your action?",9. What type of cyberbullying have you experienced or observed? (Select all that apply),10. On which social media platform did the incident occur?,11. How often have you experienced cyberbullying or online harassment?,[SECTION D: Mental Health Impact] 12. Do you think cyberbullying or online harassment affected your mental health?,13. Which of the following did you experience? (Select all that apply),"14. On a scale of 1–5, how severe was the emotional impact?",15. Did you seek help from anyone? (Select all that apply),"[SECTION E: Cyber Law Awareness and Prevention] 16. If you did not report the incident, what was the main reason?",17. In which area did you experience cyberbullying or online harassment?,18. What action did you take after experiencing cyberbullying or online harassment? (Select all that apply)
23-09-2026 11:48,18–22,Male,WhatsApp,Less than 1 hour,No,Yes,No,Not Applicable,Hate Speech,Instagram,Rarely,Slightly,Loss of Confidence,1 (Very Low),No,Didn't think it was serious,Family,Blocked the user
23-09-2026 12:01,18–22,Female,Instagram,More than 5 hours,No,Yes,No,Not Applicable,Offensive Comments,Others,Never,Moderately,None,1 (Very Low),No,Lack of Awareness,Friends Circle,Blocked the user
23-09-2026 12:09,18–22,Male,"Instagram, WhatsApp",1–3 hours,No,Yes,No,Not Applicable,Threats,WhatsApp,Rarely,Moderately,None,1 (Very Low),Family,Lack of Awareness,Social Media Community,Blocked the user
23-09-2026 14:07,31–40,Male,Facebook,1–3 hours,No,No,No,Not Applicable,Offensive Comments,Instagram,Rarely,Slightly,None,1 (Very Low),No,Didn't think it was serious,Unknown Stranger,Ignored it
23-09-2026 14:31,18–22,Male,"Instagram, WhatsApp, YouTube",3–5 hours,Yes,No,No,Not Applicable,"Offensive Comments, Body Shaming, Fake Rumors",Instagram,Sometimes,Slightly,"Stress, Depression, Anger",3,"Friends, Family",Didn't think it was serious,Social Media Community,"Blocked the user, Reported the account, Told Friends / Family"
23-09-2026 14:54,18–22,Male,YouTube,1–3 hours,No,Yes,No,Not Applicable,Body Shaming,WhatsApp,Never,Moderately,None,3,Family,Lack of Awareness,Online Gaming,Took No Action
23-09-2026 16:10,18–22,Male,"Instagram, WhatsApp, YouTube",3–5 hours,Yes,No,Yes,For fun,Stalking,Others,Never,Slightly,"Stress, Depression",4,No,Didn't think it was serious,Online Gaming,Blocked the user
23-09-2026 16:56,23–30,Female,YouTube,1–3 hours,No,Yes,No,Not Applicable,Fake Profile,YouTube,Never,Slightly,Anger,1 (Very Low),Family,Lack of Awareness,Social Media Community,Took No Action
23-09-2026 16:59,23–30,Female,"WhatsApp, YouTube",3–5 hours,No,No,No,Not Applicable,Offensive Comments,Instagram,Never,Not at all,None,1 (Very Low),No,Lack of Awareness,School / College,"Reported the account, Told Friends / Family"
23-09-2026 17:19,31–40,Female,YouTube,1–3 hours,Yes,Yes,No,Not Applicable,Stalking,Instagram,Very Often,Slightly,"Stress, Depression",3,Friends,Privacy Concerns,Online Gaming,Ignored it
23-09-2026 18:00,23–30,Female,Facebook,3–5 hours,No,Yes,No,Not Applicable,Offensive Comments,Instagram,Never,Not at all,Loss of Confidence,2,No,Didn't think it was serious,Social Media Community,Blocked the user
23-09-2026 18:25,31–40,Female,Instagram,1–3 hours,Yes,Yes,No,Not Applicable,Offensive Comments,WhatsApp,Sometimes,Severely,None,3,"Friends, Family",Privacy Concerns,Family,Took No Action
23-09-2026 18:46,41–50,Female,"WhatsApp, YouTube",1–3 hours,No,No,No,Not Applicable,Threats,WhatsApp,Rarely,Moderately,None,3,No,Lack of Awareness,Social Media Community,Blocked the user
23-09-2026 18:59,41–50,Male,"Instagram, WhatsApp, YouTube",1–3 hours,Yes,Yes,No,Not Applicable,Fake Rumors,YouTube,Sometimes,Moderately,"Stress, Depression",2,Friends,Didn't think it was serious,Family,"Ignored it, Blocked the user"
23-09-2026 19:27,41–50,Male,WhatsApp,1–3 hours,Yes,No,No,Not Applicable,"Offensive Comments, Body Shaming, Fake Rumors",Instagram,Rarely,Moderately,Anxiety,4,"Friends, Family",Privacy Concerns,Social Media Community,Took No Action
